Restaurant Name,Location,Menu Item,Veg/Non-Veg,Description,Cost,Rating,Special Features,Operating Hours,Phone Number
Royal Kitchen,Indira Nagar,Lemon Shikanji,Veg Item,A refreshing and tangy citrus-infused delight that will invigorate your taste buds. Swipe right to add item to cart.,135,3.0,"Non-Veg, Spicy",12 PM - 12 AM,+91 8765432109
Royal Kitchen,Indira Nagar,Cold Coffee,Veg Item,"Milk, coffee, coffee syrup ice cube,sugar Swipe right to add item to cart.",160,3.0,"Non-Veg, Spicy",12 PM - 12 AM,+91 8765432109
Royal Kitchen,Indira Nagar,Lehsuni bhindi,Veg Item,"Lehsun or hari mirch, me bni chatpati bhindi Swipe right to add item to cart.",299,3.4,"Non-Veg, Spicy",12 PM - 12 AM,+91 8765432109
Royal Kitchen,Indira Nagar,Paneer Lababdar,Veg Item,A rich and creamy vegetarian delight that will tantalize your taste buds with its delectable flavors. This item is customizable. Swipe right to add item to cart.,320,3.1,"Non-Veg, Spicy",12 PM - 12 AM,+91 8765432109
Royal Kitchen,Indira Nagar,Fried litti Chokha,Veg Item,4 pcs litti or chokha Swipe right to add item to cart.,249,3.3,"Non-Veg, Spicy",12 PM - 12 AM,+91 8765432109
Royal Kitchen,Indira Nagar,Amritsari Paneer Bhurji,Veg Item,Famous amritsari paneer bhurji This item is customizable. Swipe right to add item to cart.,320,3.1,"Non-Veg, Spicy",12 PM - 12 AM,+91 8765432109
Royal Kitchen,Indira Nagar,Diet combo pack,Veg Item,"1 banana, 2 pcs boil egg, khajur milk, 2 slice butter bread Swipe right to add item to cart.",250,2.8,"Non-Veg, Spicy",12 PM - 12 AM,+91 8765432109
Royal Kitchen,Indira Nagar,Kerala Sweet Dish,Veg Item,Kerala ki sweet dish gulgula Swipe right to add item to cart.,199,3.1,"Non-Veg, Spicy",12 PM - 12 AM,+91 8765432109
Royal Kitchen,Indira Nagar,Besan ki roti with aloo matar greavy,Veg Item,4 pcs besan ki roti with aloo matar greavy Swipe right to add item to cart.,299,3.7,"Non-Veg, Spicy",12 PM - 12 AM,+91 8765432109
Royal Kitchen,Indira Nagar,Chonkwa,Veg Item,Bby potato dry veg (Small potato) with rayta Swipe right to add item to cart.,289,3.6,"Non-Veg, Spicy",12 PM - 12 AM,+91 8765432109
Royal Kitchen,Indira Nagar,Full diet,Veg Item,"4 pcs pudi ,rice dal fry , aaloo tamatar ki sbzi, papad Swipe right to add item to cart.",299,3.2,"Non-Veg, Spicy",12 PM - 12 AM,+91 8765432109
Royal Kitchen,Indira Nagar,Egg Bhurji Combo,Non-veg item,4 Egg bhurji with 4 pcs maida paratha Swipe right to add item to cart.,280,3.5,"Non-Veg, Spicy",12 PM - 12 AM,+91 8765432109
Royal Kitchen,Indira Nagar,Makke ki roti,Veg Item,Makke ki roti Swipe right to add item to cart.,35,2.7,"Non-Veg, Spicy",12 PM - 12 AM,+91 8765432109
Royal Kitchen,Indira Nagar,Aaloo bhujia,Veg Item,Garlic green chilli tadka Aaloo bhujia Swipe right to add item to cart.,270,3.5,"Non-Veg, Spicy",12 PM - 12 AM,+91 8765432109
Royal Kitchen,Indira Nagar,Pudi sbzi,Veg Item,Palak ajwain ki pudi (6 pies) aaloo matar ki sbzi with chatni salad Swipe right to add item to cart.,270,3.3,"Non-Veg, Spicy",12 PM - 12 AM,+91 8765432109
Royal Kitchen,Indira Nagar,Paneer litti chokha,Veg Item,Stuffed paneer litti chokha 4 pcs litti Swipe right to add item to cart.,299,3.4,"Non-Veg, Spicy",12 PM - 12 AM,+91 8765432109
Royal Kitchen,Indira Nagar,Egg Biryani,Non-veg item,2 pcs egg biryani nd 2 pcs egg Curry with rayta salad Swipe right to add item to cart.,299,3.0,"Non-Veg, Spicy",12 PM - 12 AM,+91 8765432109
Royal Kitchen,Indira Nagar,Seasonal Veg Rayta Or Plain Pratha,Veg Item,Seasonal veg with plain pratha.... Swipe right to add item to cart.,190,2.8,"Non-Veg, Spicy",12 PM - 12 AM,+91 8765432109
Royal Kitchen,Indira Nagar,"Aaloo ki kachori, aaloo tamatar ki khatti sbzi 4 piece's",Veg Item,"Aaloo ki kachori, aaloo tamatar ki khatti sbzi Swipe right to add item to cart.",299,2.5,"Non-Veg, Spicy",12 PM - 12 AM,+91 8765432109
Royal Kitchen,Indira Nagar,Kathal Korma,Veg Item,Spicy jackfruit korma gravy Swipe right to add item to cart.,399,3.7,"Non-Veg, Spicy",12 PM - 12 AM,+91 8765432109
Royal Kitchen,Indira Nagar,Kathal with paratha,Veg Item,4 pcs paratha Swipe right to add item to cart.,290,2.9,"Non-Veg, Spicy",12 PM - 12 AM,+91 8765432109
Royal Kitchen,Indira Nagar,Kathal Masala,Veg Item,A delectable and flavorful vegetable dish that combines tender jackfruit with a rich and aromatic Korma sauce. Swipe right to add item to cart.,399,3.1,"Non-Veg, Spicy",12 PM - 12 AM,+91 8765432109
Royal Kitchen,Indira Nagar,Vrat Vala Kuttu Ka Halwa,Veg Item,Kuttu ka ata dry fruit's milk Swipe right to add item to cart.,250,3.1,"Non-Veg, Spicy",12 PM - 12 AM,+91 8765432109
Royal Kitchen,Indira Nagar,Singhade Ke Aate Ki Pakodi,Veg Item,Singhade ka ata mix veg Swipe right to add item to cart.,360,3.6,"Non-Veg, Spicy",12 PM - 12 AM,+91 8765432109
Royal Kitchen,Indira Nagar,Kuttu Ke Aate Ki Pakodi,Veg Item,Kuttu ka ata mix veg Crispy 20 piece Swipe right to add item to cart.,360,3.0,"Non-Veg, Spicy",12 PM - 12 AM,+91 8765432109
Royal Kitchen,Indira Nagar,Kuttu Ki Pudi,Veg Item,Pure Kuttu ke aate ki pudi 10 piece Swipe right to add item to cart.,250,3.0,"Non-Veg, Spicy",12 PM - 12 AM,+91 8765432109
Royal Kitchen,Indira Nagar,Simple Raj Rani Thali,Veg Item,"Singhade ki pudi 4 piece,mix aalloo sabudana falahaari,mix dry fruit's sabudana kheer, dahi rayta, kaju badam milk Swipe right to add item to cart.",520,2.7,"Non-Veg, Spicy",12 PM - 12 AM,+91 8765432109
Royal Kitchen,Indira Nagar,Vrat Me Sabudane Ki Khichadi,Veg Item,Sabudana allo tamatar Dhaniya mircha lemon Swipe right to add item to cart.,360,3.2,"Non-Veg, Spicy",12 PM - 12 AM,+91 8765432109
Royal Kitchen,Indira Nagar,Vrat Me Fry Sabudane,Veg Item,"Fry sabudane peanuts, makhane, Kaju,Aalu Swipe right to add item to cart.",260,3.4,"Non-Veg, Spicy",12 PM - 12 AM,+91 8765432109
Royal Kitchen,Indira Nagar,Baby masala potato,Veg Item,"Chote aalu ki dry veg, dry masale me bne Swipe right to add item to cart.",260,2.7,"Non-Veg, Spicy",12 PM - 12 AM,+91 8765432109
Royal Kitchen,Indira Nagar,Navratri Special Maharani Thal,Veg Item,"Mix fruit's,:-bnana apple, orange Food:-kuttu ke prathe, mix dry fruit's sabudana kheer, chatni, fry crispy aalloo, rayta, fry peanuts Swipe right to add item to cart.",580,2.8,"Non-Veg, Spicy",12 PM - 12 AM,+91 8765432109
Royal Kitchen,Indira Nagar,"Bhandare Vali Chatpati Sbzi, Or Methi Ajvain Ki Pudi",Veg Item,Bhandare vali chatpati aaloo ki sbzi or meti ajwain ki pudi Swipe right to add item to cart.,289,3.4,"Non-Veg, Spicy",12 PM - 12 AM,+91 8765432109
Royal Kitchen,Indira Nagar,Aaloo Chane Ki Dal,Veg Item,Chatpati aaloo chane ki dal gravy Swipe right to add item to cart.,249,3.0,"Non-Veg, Spicy",12 PM - 12 AM,+91 8765432109
Royal Kitchen,Indira Nagar,Aam Ka Galka (Kacchi Keri),Veg Item,"Kacchi keri, gud, ghar ke bne masale Swipe right to add item to cart.",449,3.7,"Non-Veg, Spicy",12 PM - 12 AM,+91 8765432109
Royal Kitchen,Indira Nagar,Simple Pudi Bhandare Vali Sbzi,Veg Item,4 pcs poori with chatpati bhandare wali sabji Swipe right to add item to cart.,250,3.6,"Non-Veg, Spicy",12 PM - 12 AM,+91 8765432109
Royal Kitchen,Indira Nagar,Dal Bhari (Chane Dal Ka Pratha),Veg Item,Chana daal 2 pcs parathe Swipe right to add item to cart.,230,3.4,"Non-Veg, Spicy",12 PM - 12 AM,+91 8765432109
Royal Kitchen,Indira Nagar,Louki Kofta,Veg Item,A flavorful and refreshing vegetarian dish that combines delicate kofta with a medley of fresh ingredients. Swipe right to add item to cart.,299,3.0,"Non-Veg, Spicy",12 PM - 12 AM,+91 8765432109
Royal Kitchen,Indira Nagar,Ghar Ka Bana Chatpata Bharuwa Laal Mirch,Veg Item,Ghar ka bna chatpata bharuwa laal mirch 180 me 4 pcs Swipe right to add item to cart.,180,3.0,"Non-Veg, Spicy",12 PM - 12 AM,+91 8765432109
Royal Kitchen,Indira Nagar,Suji Halwa,Veg Item,"Deshi ghee, dry fruits, suji halwa Swipe right to add item to cart.",220,3.7,"Non-Veg, Spicy",12 PM - 12 AM,+91 8765432109
Royal Kitchen,Indira Nagar,Kheer,Veg Item,"A delectable vegetarian dessert that blends creamy textures with sweet flavors, creating a delightful treat for any occasion. Swipe right to add item to cart.",220,3.6,"Non-Veg, Spicy",12 PM - 12 AM,+91 8765432109
Royal Kitchen,Indira Nagar,Gulabjamun,Veg Item,..Indulge in a mouthwatering sweet treat that will satisfy your dessert cravings. This item is customizable. Swipe right to add item to cart.,110,2.8,"Non-Veg, Spicy",12 PM - 12 AM,+91 8765432109
Royal Kitchen,Indira Nagar,Moong Dal Halwa,Veg Item,"A rich and indulgent Indian dessert made with a blend of lentils, simmered in ghee and infused with aromatic spices. Swipe right to add item to cart.",260,3.1,"Non-Veg, Spicy",12 PM - 12 AM,+91 8765432109
Royal Kitchen,Indira Nagar,Holi Special,Veg Item,"With pure deshi ghee, khoya, dry fruit's Swipe right to add item to cart.",1000,3.7,"Non-Veg, Spicy",12 PM - 12 AM,+91 8765432109
Royal Kitchen,Indira Nagar,Holi Special:- With Dry Fruit's Khoya Ghujiya,Veg Item,"Khoya, dry fruit's Swipe right to add item to cart.",699,3.1,"Non-Veg, Spicy",12 PM - 12 AM,+91 8765432109
Royal Kitchen,Indira Nagar,Veg Oats,Veg Item,A delightful and wholesome dessert made with a unique combination of vegetables and oats. Swipe right to add item to cart.,210,3.6,"Non-Veg, Spicy",12 PM - 12 AM,+91 8765432109
Royal Kitchen,Indira Nagar,Caramel Kheer,Veg Item,"Indulge in a luscious, creamy treat infused with the richness of caramel, perfect for satisfying your sweet tooth. Swipe right to add item to cart.",280,3.3,"Non-Veg, Spicy",12 PM - 12 AM,+91 8765432109
Royal Kitchen,Indira Nagar,Rajasthani lapsi (sugar),Veg Item,"Deshi ghee me bna lapsi Daliya, milk,dry fruit's Swipe right to add item to cart.",310,3.5,"Non-Veg, Spicy",12 PM - 12 AM,+91 8765432109
Royal Kitchen,Indira Nagar,Frooti,Veg Item,"Mango drink, 125 ml ki 5 bottle Swipe right to add item to cart.",130,3.7,"Non-Veg, Spicy",12 PM - 12 AM,+91 8765432109
KFC,"Gomti Nagar, Lucknow",Craving Saving meal,Non-veg item,"Crave & Save whooping Rs. 213 on 4 Pc Hot & Crispy, 4 Pc Peri Peri Strips, Medium Popcorn, 2 Dips & a Pepsi PET 475ml [Serves 2-3] Swipe right to add item to cart.",779,NA,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Party Bucket Meal,Non-veg item,"Party time Savings of Rs. 102 on 4 Pc Peri Peri Chicken Leg Pc, 2 Pc Peri Peri Strips, Regular Popcorn & a Pepsi PET 475ml [Serves 2] Swipe right to add item to cart.",649,NA,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Insta Reel Korean Roll Meal,Non-veg item,"Flat Rs. 57 off on Tangy Korean Chicken Roll, 2 Pc Hot & Crispy, 7Up Zero Sugar Can [Serves 1] This item is customizable. Swipe right to add item to cart.",349,NA,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Night Owl Roll combo,Non-veg item,Eye opener deal on Classic Chicken Roll & Medium Fries [Serves 1] This item is customizable. Swipe right to add item to cart.,199,NA,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Rice Krunch Bowl Combo,Non-veg item,Krunchy savings of Rs. 69 on Popcorn Chicken Rice Bowl and 4 Pc Peri Peri Strips [Serves 1-2] This item is customizable. Swipe right to add item to cart.,399,NA,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Peri Peri Binge Watch combo,Non-veg item,"Binge & Save Rs. 95 on 4 Pc Peri Peri Leg pc, 2 Pc Peri Peri Strips & Regular Popcorn Swipe right to add item to cart.",599,NA,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Thai Roll Dream meal,Non-veg item,"Dream deal of Rs.74 on 2 units of Thai Spicy Chicken Roll, 2 units of Popcorn Rice Bowl and a Pepsi PET 475ml [Serves 2] Swipe right to add item to cart.",649,NA,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Night Shift Zinger Pro Meal,Non-veg item,"Relax in Night shift and save Rs. 66 on Zinger Pro Burger, Large Popocorn and 7Up Zero Sugar Can [Serves 1-2] This item is customizable. Swipe right to add item to cart.",489,NA,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Rice & Bites combo,Non-veg item,Deal meal of Hot & Crispy Rice Bowl and Large Popcorn [Serves 1] This item is customizable. Swipe right to add item to cart.,449,NA,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Midnight Spicy Zinger & Popcorn Meal,Non-veg item,"Midnight special savings of Rs. 66 on Spicy Zinger, Large Popcorn and Pepsi Black Can [Serves 1-2] This item is customizable. Swipe right to add item to cart.",459,NA,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Gaming Night Korean Roll meal,Non-veg item,"Night fun savings of Rs. 74 on 2 units of Korean Tangy Chicken Roll, 2 units of Popcorn Rice Bowl and a Pepsi PET 475ml [Serves 2] This item is customizable. Swipe right to add item to cart.",649,NA,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Lazy BFF Rice combo,Non-veg item,BFF deal savings of Rs. 89 on 2 units of Popcorn Rice Bowl and 4 Leg Pc [Serves 2] This item is customizable. Swipe right to add item to cart.,799,NA,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Night Bite Veg Roll combo,Veg Item,Munching deal of Rs. 39 on Veg Spicy Roll & Large Fries [Serves 1] This item is customizable. Swipe right to add item to cart.,199,NA,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Still Awake Veg Zinger Meal,Veg Item,"Special Veg deal with Rs. 66 off on Veg Zinger Burger, Large Fries & a Pepsi Black Can [Serves 1] This item is customizable. Swipe right to add item to cart.",299,NA,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Cricket Crunch Meal,Non-veg item,"Crunchy Savings of Rs. 75 & Enjoy 2pc Hot & Crispy Chicken, 4 chicken wings , 2 dips & a chilled Pepsi Black Can 300ml [serves 1-2] Swipe right to add item to cart.",449,NA,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Dream Team Meal,Non-veg item,"Enjoy Special 11Pc Dream meal by saving Rs. 164 on 3 Pc Chicken Leg Piece, 4 Pc Peri peri Strips & 4 Pc Hot Wings [Serves 2-4] Swipe right to add item to cart.",599,NA,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Clean Bowled Combo,Non-veg item,Clean Bowled savings of Rs. 132 on 5 Pc Chicken Leg Piece & 5 Pc Hot Wings [Serves 3-4] Swipe right to add item to cart.,666,NA,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Super Over Meal,Non-veg item,"Special Super Over Chicken Meal of Classic Chicken Zinger Burger, Medium French Fries & a chilled Pepsi Black Can 300ml with savings of Rs. 26 [Serves 1] Swipe right to add item to cart.",329,NA,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Super 6s Chicken Bucket,Non-veg item,Sixer Savings of Rs. 249 off on Special Bucket of 6 Pc Chicken Leg Piece & 6 Pc Peri Peri Chicken Strips [Serves 2] Swipe right to add item to cart.,799,NA,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Rolls Super Kings,Non-veg item,"Super Savings of Rs. 75 on 2 Classic chicken Roll, 4 Pc Hot Wings and a Pepsi PET 475ml [Serves 1-2] Swipe right to add item to cart.",399,NA,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Green Pitch Meal,Veg Item,"Veg Lovers now save Rs. 252 on Veg meal of 2 Veg Zinger Burgers, 2 Veg Longers, Large Fries and a Pepsi PET 475ml [Serves 2-3] Swipe right to add item to cart.",499,NA,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",LBW Chicken Bucket,Non-veg item,Leg Piece before any wicket! Deal savings of Rs. 308 on 10 Pc Chicken Leg Piece & a Pepsi PET 475 ml [Serves 3-5] Swipe right to add item to cart.,899,NA,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Korean & Thai Roll Chicken Meal,Non-veg item,"Rs. 133 Off on Korean Tangy Roll & Thai Spicy Roll, Large Popcorn, Large Fries & Pepsi PET 475ml This item is customizable. Swipe right to add item to cart.",569,NA,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Indian Tandoori Roll Chicken Meal,Non-veg item,"Save Rs. 75 on Indian Tandoori Roll, Classic Zinger Burger, Medium Fries & Pepsi PET 475ml This item is customizable. Swipe right to add item to cart.",419,4.3,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Korean Tangy Roll & Popcorn Chicken Meal,Non-veg item,"Save Rs. 56 with Korean Tangy Chicken Roll, Medium Popcorn and Pepsi PET 475ml This item is customizable. Swipe right to add item to cart.",319,5.0,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Thai Spicy Roll & Zinger Chicken Meal,Non-veg item,"Save Rs. 75 with Thai Spicy Roll with Classic Zinger Burger, Medium Fries and Pepsi PET 475ml This item is customizable. Swipe right to add item to cart.",419,NA,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",American Roll & Popcorn Chicken Meal,Non-veg item,"Save Rs. 56 with American Nashville Chicken Roll, Medium Popcorn and Pepsi PET 475ml This item is customizable. Swipe right to add item to cart.",299,NA,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Thai Spicy Roll & Popcorn Chicken Meal,Non-veg item,"Save Rs. 56 with Thai Spicy Chicken Roll, Medium Popcorn and Pepsi PET 475ml This item is customizable. Swipe right to add item to cart.",319,NA,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Korean Tangy Roll & Zinger Chicken Meal,Non-veg item,"Save Rs. 75 with Korean Tangy Roll with Classic Zinger Burger, Medium Fries and Pepsi PET 475ml This item is customizable. Swipe right to add item to cart.",419,NA,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Double Chicken Roll Meal for 1,Non-veg item,"Deal combo of 1 Double Chicken Roll, Large Fries, 2 Dips & Pepsi 475ml This item is customizable. Swipe right to add item to cart.",379.05,NA,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Classic Chicken Roll Meal for 2,Non-veg item,"Deal combo of 2 Classic Chicken Rolls, Large Fries, 2 Dips & Pepsi 475ml This item is customizable. Swipe right to add item to cart.",479.05,NA,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Korean Tangy Chicken Roll,Non-veg item,"Delicious new roll featuring tangy Korean kimchi, vegetables and crunchy chicken strips This item is customizable. Swipe right to add item to cart.",139,4.1,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Thai Spicy Chicken Roll,Non-veg item,"Fresh burst of Thai flavours and sauces in a flaky paratha, chicken strips and vegetables This item is customizable. Swipe right to add item to cart.",139,4.0,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Indian Tandoori Chicken Roll,Non-veg item,"Flavorful roll made with flaky lachha paratha, perfectly fried chicken strips in rich and creamy tandoori sauce This item is customizable. Swipe right to add item to cart.",139,4.4,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Indian Spicy Veg Roll,Veg Item,Veg special spicy indian sauce and veggie roll This item is customizable. Swipe right to add item to cart.,119,4.9,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Classic Chicken Roll,Non-veg item,"Street Syle Roll with Layerful parantha, single chicken strip, onions and two spicy sauce This item is customizable. Swipe right to add item to cart.",119,3.8,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Double Chicken Roll,Non-veg item,"Double fun with double chicken strip filling, layerful parantha onions and two spicy sauce This item is customizable. Swipe right to add item to cart.",168.57,4.4,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Spicy Zinger Burger and Popcorn Meal,Non-veg item,Caribbean Spicy Zinger Burger with Medium Popcorn and Pepsi PET 475ml at a deal price This item is customizable. Swipe right to add item to cart.,439.04,NA,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Spicy Zinger Burger,Non-veg item,Relish the Caribbean spicy zinger This item is customizable. Swipe right to add item to cart.,219.04,4.4,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Spicy Zinger Burger and Chicken Meal,Non-veg item,New Caribbean Spicy Zinger Burger with 1 Pc Hot & Crispy and Pepsi PET 475ml at a deal price This item is customizable. Swipe right to add item to cart.,379.04,3.6,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Zinger Pro Burger & Popcorn Meal,Non-veg item,New Zinger Pro burger with Medium Popcorn & Pepsi 475ml at a deal price This item is customizable. Swipe right to add item to cart.,469,4.3,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Zinger Pro Pepsi Bottle Combo,Non-veg item,Get Pepsi 330ml Reusable Bottle with Zinger Pro Burger This item is customizable. Swipe right to add item to cart.,329,NA,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Zinger Pro Burger,Non-veg item,"Premium burger with crunchy chicken, Mexican Habanero sauce, cheese, tomato & onion This item is customizable. Swipe right to add item to cart.",249,4.1,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Zinger Pro Burger & Chicken Meal,Non-veg item,New Zinger Pro burger with 1 Hot & Crispy chicken & Pepsi 475ml at a deal price This item is customizable. Swipe right to add item to cart.,409,5.0,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Chicken Burger Buddy Meal,Non-veg item,Share 2 Classic Chicken Zingers & a Medium Popcorn in this delightful combo for 2 This item is customizable. Swipe right to add item to cart.,528.57,4.7,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Mixed Chicken Zinger Burger Doubles,Non-veg item,Best-seller combo of classic chicken zinger & tandoori zinger This item is customizable. Swipe right to add item to cart.,368.57,3.6,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Chicken Zinger Burger - Classic with Cheese,Non-veg item,"Signature burger with a crunchy chicken fillet, cheese slice, veggies & a delicious mayo sauce This item is customizable. Swipe right to add item to cart.",224.05,4.0,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Chicken Zinger Burger - Tandoori with Cheese,Non-veg item,Chicken zinger with a��delicious tandoori sauce & cheese slice This item is customizable. Swipe right to add item to cart.,233.57,3.2,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Paneer Zinger Burger,Veg Item,Relish the Indian paneer zinger This item is customizable. Swipe right to add item to cart.,208.57,4.7,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Veg Zinger Burger with Cheese,Veg Item,"Signature veg burger with crispy patties, cheese slice, veggies & a tangy sauce This item is customizable. Swipe right to add item to cart.",213.57,NA,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Chicken Zinger Burger - Classic,Non-veg item,"Relish the KFC Classic Zinger-lettuce, mayo & Zinger patty filled between This item is customizable. Swipe right to add item to cart.",199.04,4.2,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Veg Zinger Burger,Veg Item,The OG Veg Zinger- Burgered to perfection This item is customizable. Swipe right to add item to cart.,198,3.7,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Chicken Longer Burger & 2 Strips Combo,Non-veg item,"Longgg burger with crunchy chicken, onions & a punchy sauce , served with 2 peri peri chicken strips This item is customizable. Swipe right to add item to cart.",219.04,4.0,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",2 X Veg Longer Burger,Veg Item,"The really long burger with Veg Patty, Onion, Lettuce and two sauces This item is customizable. Swipe right to add item to cart.",198.09,4.6,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",Chicken Zinger Burger - Tandoori,Non-veg item,Grab Tandoori Zinger Burger with Onions & Tangy sauce This item is customizable. Swipe right to add item to cart.,208.57,4.1,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",2 Classic Chicken Krisper Burgers,Non-veg item,2 units of delicious chicken value burgers featuring delicious sauce Swipe right to add item to cart.,290,NA,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",2 X Veg Krisper Burgers,Veg Item,2 delicious veg value burgers - at a deal price This item is customizable. Swipe right to add item to cart.,188.57,3.7,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
KFC,"Gomti Nagar, Lucknow",All Chicken Box,Non-veg item,"Save Rs. 107 with special Chicken Box of 2 Pc Hot & Crispy, 2 Pc Peri Peri Strips, Medium Fries & a Pepsi PET 475ml [Serves 1-2] This item is customizable. Swipe right to add item to cart.",399,3.9,"Non-Veg, Fast Food",10 AM - 12 AM,+91 9876543210
